title,prep_time,cook_time,total_time,ingredients,ingredients with measurement,instructions,calories,servings,images,type_of_meal
Ginger Sesame Chicken Potstickers with Sweet Chili Pomegranate Sauce,{'minutes': '20'},{'minutes': '20'},{'minutes': '40'},"['raw ground chicken, turkey, or pork', 'shredded kale', 'fresh ginger, grated', 'garlic, grated', 'green onions, chopped', 'carrots, shredded', 'low sodium soy sauce', 'sesame oil, plus more for cooking', 'black pepper', 'round wonton wrappers', 'raw sesame seeds', 'sweet Thai chili sauce', 'pomegranate juice', 'low sodium soy sauce', 'pomegranate arils']","{'raw ground chicken, turkey, or pork': '1', 'shredded kale': '1', 'fresh ginger, grated': '1', 'garlic, grated': '2', 'green onions, chopped': '2', 'carrots, shredded': '2', 'low sodium soy sauce': '2', 'sesame oil, plus more for cooking': '2', 'black pepper': 'seasoning', 'round wonton wrappers': '40', 'raw sesame seeds': '1/3', 'sweet Thai chili sauce': '1/2', 'pomegranate juice': '1/4', 'pomegranate arils': '1/2'}","['1.\xa0In a medium bowl, combine the raw ground chicken, kale, carrots, ginger, garlic, green onions, soy sauce, sesame oil, and a pinch of black pepper, to taste.', '2. Working with 1 wonton wrapper at a time, spoon 1 tablespoon of filling into the center of each wrapper. Brush water around the edge of the wrapper. Fold the dough over the filling to create a half moon shape, pinching the edges to seal. Repeat with the remaining wrappers.', '3. Place the sesame seeds in a shallow bowl. Brush the bottoms of the potstickers with water and then dredge them in the sesame seeds.', '4. Heat a few tablespoons of oil in a large skillet set over medium heat. When the oil shimmers, add the potstickers and cook until the bottoms are light golden brown, about 2-3 minutes. Carefully pour 1/4 cup of water into the skillet, it will splatter, so stand back. Immediately cover with a tight-fitting lid. Turn heat to medium-low and let the dumplings steam for 5-6 minutes, until the filling is cooked through inside. Serve right away with sauce (see below).', '5. To make the sauce, combine all ingredients in a medium bowl. Serve alongside the potstickers.']",3467 kcal,48,https://www.halfbakedharvest.com/wp-content/uploads/2018/11/Ginger-Sesame-Chicken-Potstickers-with-Sweet-Chili-Pomegranate-Sauce-1-1-700x1050.jpg,appetizer
"Caramelized Onion, Spinach, and Cheddar Flaky Pastries",{'minutes': '25'},{'minutes': '25'},{'minutes': '50'},"['extra virgin olive oil', 'yellow onion, thinly sliced', 'honey, plus more for serving', 'kosher salt and pepper', 'garlic clove, minced or grated', 'fresh thyme leaves', 'freshly grated nutmeg', 'crushed red pepper', 'frozen chopped spinach, thawed and squeezed dry', 'shredded sharp cheddar cheese', 'shredded havarti cheese', 'frozen puff pastry, thawed', 'egg, beaten', 'everything bagel spice, for sprinkling (optional)']","{'extra virgin olive oil': '2', 'yellow onion, thinly sliced': '1', 'honey, plus more for serving': '1', 'kosher salt and pepper': 'seasoning', 'garlic clove, minced or grated': '1', 'fresh thyme leaves': '1', 'freshly grated nutmeg': '1/4', 'crushed red pepper': '1', 'frozen chopped spinach, thawed and squeezed dry': '1', 'shredded sharp cheddar cheese': '1', 'shredded havarti cheese': '1', 'frozen puff pastry, thawed': '1', 'egg, beaten': '1', 'everything bagel spice, for sprinkling (optional)': 'seasoning'}","['1. Preheat the oven to 375 degrees F. Line a baking sheet with parchment paper.', '2. Heat the olive oil in a large skillet over medium-high heat. When the oil shimmers, add the onions and honey and cook 5 minutes, stirring occasionally until softened. Season with salt and pepper and continue cooking another 5-10 minutes or until the onions are golden and caramelized. Add the garlic, thyme, nutmeg, and crushed red pepper, cook another minute.\xa0Remove from the heat.', '3. Stir in the spinach, cheddar, and havarti cheese.', '4. Lay the pastry sheets flat on a clean, floured surface. Gently roll the sheets out to stretch slightly. Cut each sheet into 9 squares. Evenly divide the spinach filling among half of the squares, leaving a 1/4 inch border around the edges. Brush the edges with egg. Lay the remaining 9 squares over the filling and seal the edges by crimping with the back of a fork.', '5. Place the squares on the prepared baking sheet and brush the tops with beaten egg. Make 2 small slits on the top of the pastries. Sprinkle with everything spice, if desired. Transfer to the oven and bake for 20-25 minutes or until golden brown.', '6. Serve warm, drizzled with honey.']",977 kcal,9,https://www.halfbakedharvest.com/wp-content/uploads/2018/09/Caramelized-Onion-Spinach-and-Cheddar-Flaky-Pastries-1-700x1050.jpg,appetizer
"Thyme Honey, Peach, and Goat Cheese Crostini",{'minutes': '15'},{'minutes': '10'},{'minutes': '25'},"['goat cheese, at room temperature', 'lemon juice', 'fresh thyme leaves, plus more for serving', 'ciabatta bread, sliced', 'extra virgin olive oil, for drizzling', 'kosher salt and pepper', 'ripe peaches, sliced', 'fresh basil leaves', 'toasted walnuts', 'thyme honey or regular honey, for drizzling', 'white balsamic or balsamic vinegar, for drizzling']","{'goat cheese, at room temperature': '6-8', 'lemon juice': '2', 'fresh thyme leaves, plus more for serving': '2', 'ciabatta bread, sliced': '1', 'extra virgin olive oil, for drizzling': 'seasoning', 'kosher salt and pepper': 'seasoning', 'ripe peaches, sliced': '2', 'fresh basil leaves': '1/4', 'toasted walnuts': '1/3', 'thyme honey or regular honey, for drizzling': 'seasoning', 'white balsamic or balsamic vinegar, for drizzling': 'seasoning'}","['1. Preheat your grill to high heat or preheat your oven to 400 degrees F.', '2. In a medium bowl, stir together the goat cheese, lemon juice and thyme.', '3. Place the bread on a baking sheet and drizzle with olive oil on both sides of each slice, season with salt and pepper. Place the bread on the grill and grill both for about 2-3 minutes per side or until lightly toasted. Remove from the grill.', '4. Spread the goat cheese over the bread and top with peaches. Season with salt and pepper. Top with basil and walnuts. Drizzle with honey and balsamic. Serve and enjoy!']",263 kcal,8,https://www.halfbakedharvest.com/wp-content/uploads/2018/06/Thyme-Honey-Peach-and-Goat-Cheese-Crostini-1-700x1050.jpg,appetizer
The Best Jalapeño Queso,{'minutes': '10'},{'minutes': '15'},{'minutes': '25'},"['butter', 'yellow onion, chopped', 'jalapeños, seeded and chopped', 'garlic, minced or grated', 'cumin', 'salt', 'cream cheese, at room temperature', 'whole milk', 'sharp cheddar cheese, shredded', 'Monterey jack cheese, shredded', 'all-purpose flour', 'chipotle peppers in adobo, finely minced', 'mango salsa, red salsa, avocado, and chips for serving']","{'butter': '1', 'yellow onion, chopped': '1/2', 'jalapeños, seeded and chopped': '2', 'garlic, minced or grated': '2', 'cumin': '1', 'salt': '1', 'cream cheese, at room temperature': '2', 'whole milk': '1 1/2', 'sharp cheddar cheese, shredded': '12', 'Monterey jack cheese, shredded': '12', 'all-purpose flour': '2', 'chipotle peppers in adobo, finely minced': '2', 'mango salsa, red salsa, avocado, and chips for serving': 'seasoning'}","['1. Heat the butter in a large skillet over medium heat. Add the onion, jalapeños, garlic, cumin, and a pinch of salt. Cook until the onion is fragrant, about 5-10 minutes. Add the cream cheese and milk. Cook over medium heat until the sauce is smooth and the cream cheese has melted.', '2. In a bowl, toss together the shredded cheese with the flour. Little by little, add the cheese to the warm milk, whisking until the sauce is smooth. Stir in the chipotle peppers.', '3. Serve the queso warm topped with salsa and avocado. Use chips for scooping. EAT.']",571 kcal,8,https://www.halfbakedharvest.com/wp-content/uploads/2018/04/The-Best-Jalapeno-Queso-1-700x1050.jpg,appetizer
"Asparagus, Egg, and Prosciutto Tart with Everything Spice",{'minutes': '10'},{'minutes': '25'},{'minutes': '35'},"['frozen puff pasty, thawed', 'extra virgin olive oil', 'everything seasoning spice', 'fresh basil leaves, torn if large', 'shredded Gruyere cheese', 'small bunch asparagus, ends trimmed', 'flaky sea salt and black pepper', 'thinly sliced prosciutto', 'arugula or watercress', 'juice from 1/2 a lemon', 'hard or soft-boiled eggs, quartered']","{'frozen puff pasty, thawed': '1', 'extra virgin olive oil': 'seasoning', 'everything seasoning spice': '2-3', 'fresh basil leaves, torn if large': '1/2', 'shredded Gruyere cheese': '1/2', 'small bunch asparagus, ends trimmed': '1', 'flaky sea salt and black pepper': 'seasoning', 'thinly sliced prosciutto': '3', 'arugula or watercress': '1 1/2', 'juice from 1/2 a lemon': 'seasoning', 'hard or soft-boiled eggs, quartered': '4-6'}","['1. Preheat the oven to 425 degrees F. Line a baking sheet with parchment paper.', '2. Roll the puff pastry out a little to stretch it and then transfer to the prepared baking sheet, then prick the pastry with the tines of a fork. Brush olive oil all over the dough, sprinkle with everything spice, 1/4 cup basil, and then top with cheese. Arrange the asparagus in an even layer over the cheese and drizzle lightly with olive oil. Season with salt and pepper. Add the prosciutto on top. Bake for 25-30 minutes or until the pastry is golden and the prosciutto is crisp.', '3. Meanwhile, in a bowl combine the arugula, remaining 1/4 cup basil, lemon juice, drizzle of olive oil and a pinch each of salt and pepper.', '4. Remove the tart from the oven and top with the greens, eggs, and a sprinkle more of everything spice. Slice and EAT! ?']",579 kcal,6,https://www.halfbakedharvest.com/wp-content/uploads/2018/03/Asparagus-Egg-and-Prosciutto-Tart-with-Everything-Spice-1-700x1050.jpg,appetizer
Sweet and Spicy Rosemary Cheddar + Gorgonzola Pumpkin Crackers,{'minutes': '20'},{'minutes': '15'},{'minutes': '35'},"['sharp cheddar cheese', 'unsalted butter', 'pumpkin puree', 'whole wheat flour', 'rye flour', 'brown sugar', 'dried rosemary', 'chili powder', 'cayenne pepper', 'salt', 'milk', 'gorgonzola cheese', 'raw pepitas', 'pure maple syrup', 'soy sauce', 'chili powder', 'dried rosemary', 'cayenne pepper', 'salt']","{'sharp cheddar cheese': '1 1/2', 'unsalted butter': '4', 'pumpkin puree': '1/2', 'whole wheat flour': '1/2', 'rye flour': '1/4', 'brown sugar': '2', 'dried rosemary': '3/4', 'chili powder': '3/4', 'cayenne pepper': '1/4', 'salt': '3/4', 'milk': '1', 'gorgonzola cheese': '2', 'raw pepitas': '3/4', 'pure maple syrup': '3', 'soy sauce': '1 1/2'}",[],63 kcal,35,https://www.halfbakedharvest.com/wp-content/uploads/2014/10/Sweet-and-Spicy-Rosemary-Cheddar-Gorgonzola-Pumpkin-Crackers-21.jpg,appetizer
Brie + Cheddar Apple Beer Soup with Cinnamon Pecan Oat Crumble.,{'minutes': '25'},{'minutes': '35'},{'hours': '1'},"['olive oil', 'sweet onion', 'Salt and pepper', 'apple cider', 'small Honeycrisp apples or 1 large, chopped', 'fresh thyme', 'beer', 'low-sodium chicken broth', 'cayenne pepper', 'flour', 'whole milk', 'shredded sharp cheddar cheese', 'brie', 'old fashioned oats', 'whole raw pecans', 'flour', 'brown sugar', 'salt', 'cinnamon', 'unsalted butter']","{'olive oil': '2', 'sweet onion': '1', 'Salt and pepper': 'seasoning', 'apple cider': '2/3', 'small Honeycrisp apples or 1 large, chopped': '2', 'fresh thyme': '2', 'beer': '1', 'low-sodium chicken broth': '2', 'cayenne pepper': '1/4', 'flour': '2', 'whole milk': '1', 'shredded sharp cheddar cheese': '1', 'brie': '8', 'old fashioned oats': '1', 'whole raw pecans': '1 1/2', 'brown sugar': '2', 'salt': '1/4', 'cinnamon': '1', 'unsalted butter': '6'}","['Preheat the oven to 350 degrees F.', 'Working on a greased cookie sheet or pyrex dish, add the oats, pecans, flour, brown sugar, cinnamon and salt. Add the softened butter and use your fingers to crumble it into the oats mixture until everything is moist and the butter is evenly distributed. Bake for 20 minutes, stirring halfway through cooking, until crisp is golden brown and smells amazing. I like to serve this warm, so I make it while the soup simmers.']",911 kcal,4,https://www.halfbakedharvest.com/wp-content/uploads/2014/09/Brie-+-Cheddar-Apple-Beer-Soup-with-Cinnamon-Pecan-Oat-Crumble-22.jpg,appetizer
Hot Wings.,{'minutes': '5'},{'minutes': '20'},"{'hours': '1', 'minutes': '25'}","['oil', 'toasted sesame oil', 'sriracha', 'honey', 'soy sauce', 'rice vinegar', 'garlic', 'chicken wings', 'oil']","{'oil': 'seasoning', 'toasted sesame oil': '2', 'sriracha': '1/4', 'honey': '2', 'soy sauce': '2', 'rice vinegar': '1', 'garlic': '2', 'chicken wings': '2'}",[],399 kcal,6,https://www.halfbakedharvest.com/wp-content/uploads/2014/09/Hot-Wings-and-a-cookbook-giveaway-2.jpg,appetizer
Caramelized Corn and Heirloom Tomato Galette w/Herbed Roasted Garlic Goat Cheese.,{'minutes': '30'},"{'hours': '1', 'minutes': '45'}","{'hours': '3', 'minutes': '5'}","['all purpose flour', 'cornmeal', 'whole wheat flour', 'salt', 'black pepper', 'cold unsalted butter', 'ice water', 'egg', 'small head garlic', 'goat cheese', 'fresh herbs (I used equal amounts basil', 'unsalted butter', 'fresh sweet corn', 'small sweet onion', 'fresh basil', 'salt and pepper', 'heirloom tomatoes', 'thyme sprigs', 'olive oil', 'balsamic reduction']","{'all purpose flour': '3/4', 'cornmeal': '1/2', 'whole wheat flour': '1/4', 'salt': '1/2', 'black pepper': '1', 'cold unsalted butter': '10', 'ice water': 'seasoning', 'egg': '1', 'small head garlic': '1', 'goat cheese': '6', 'fresh herbs (I used equal amounts basil': '1/4', 'unsalted butter': '3', 'fresh sweet corn': '2', 'small sweet onion': '1', 'fresh basil': '2', 'salt and pepper': 'seasoning', 'heirloom tomatoes': '3-4', 'thyme sprigs': '4', 'olive oil': 'seasoning', 'balsamic reduction': 'seasoning'}","['Add 3 tablespoons water and pulse until it comes together. If needed add 1-2 tablespoons more ice water until the dough comes together. Turn the dough onto a floured work surface, knead a couple of times and then form the dough into a flat disk. Wrap in plastic wrap and refrigerate for at least 30 minutes.']",600 kcal,6,https://www.halfbakedharvest.com/wp-content/uploads/2014/08/Caramelized-Corn-and-Heirloom-Tomato-Galette-w-Herbed-Roasted-Garlic-Goat-Cheese-21.jpg,appetizer
Cheesy Margherita Pizza Hummus with Grilled Pesto Pizza Bread.,{'minutes': '20'},{'minutes': '25'},{'minutes': '45'},"['medium or 4 small tomatoes', '+ 2 tablespoons olive oil', 'garlic', 'dried oregano', 'fresh basil', 'salt and peper', 'cooked cannellini/great northern beans (or 2 cans', 'tahini', 'rounded tomato paste', 'fresh shredded mozzarella cheese', 'freshly grated parmesan cheese*', 'toasted pine nuts', 'of [your favorite pizza dough https://www.halfbakedharvest.com/toasted-walnut-pesto-caramelized-nectarine-pizza-wspicy-balsamic-drizzle/]', 'olive oil', 'of [homemade| https://www.halfbakedharvest.com/toasted-walnut-pesto-caramelized-nectarine-pizza-wspicy-balsamic-drizzle/] or store-bought pesto']","{'medium or 4 small tomatoes': '2-3', '+ 2 tablespoons olive oil': '1/4', 'garlic': '1', 'dried oregano': '2', 'fresh basil': '1/4', 'salt and peper': 'seasoning', 'cooked cannellini/great northern beans (or 2 cans': '3', 'tahini': '1/4', 'rounded tomato paste': '2', 'fresh shredded mozzarella cheese': '1', 'freshly grated parmesan cheese*': '2', 'toasted pine nuts': '1', 'of [your favorite pizza dough https://www.halfbakedharvest.com/toasted-walnut-pesto-caramelized-nectarine-pizza-wspicy-balsamic-drizzle/]': '1', 'olive oil': '2', 'of [homemade| https://www.halfbakedharvest.com/toasted-walnut-pesto-caramelized-nectarine-pizza-wspicy-balsamic-drizzle/] or store-bought pesto': '1/3'}",[],191 kcal,12,https://www.halfbakedharvest.com/wp-content/uploads/2014/07/Cheesy-Margarita-Pizza-Hummus-with-Grilled-Pesto-Pizza-Bread-22.jpg,appetizer
Spinach and Artichoke Corn Fritters with Brie and Sweet Honey Jalapeno Cream.,{'minutes': '15'},{'minutes': '15'},{'minutes': '30'},"['sweet yellow corn', 'fresh spinach', 'marinated artichoke hearts', 'white whole wheat of regular flour', 'baking powder', 'brown sugar', 'salt', 'pepper', 'milk', 'brie', 'canola oil', 'can full-fat coconut milk', 'honey', 'jalapenos']","{'sweet yellow corn': '1 1/4', 'fresh spinach': '4', 'marinated artichoke hearts': '6-8', 'white whole wheat of regular flour': '1 1/2', 'baking powder': '1', 'brown sugar': '1', 'salt': '1/2', 'pepper': '1/2', 'milk': '1', 'brie': '4-8', 'canola oil': '1/3', 'can full-fat coconut milk': '1', 'honey': '1-3', 'jalapenos': '1-2'}",[],140 kcal,20,https://www.halfbakedharvest.com/wp-content/uploads/2014/05/Spinach-and-Artichoke-Corn-Fritters-with-Brie-and-Sweet-Honey-Jalapeño-Cream.-21.jpg,appetizer
Cheesy Black Bean + Quinoa Taco Bake.,{'minutes': '15'},{'minutes': '15'},{'minutes': '30'},"['olive oil', 'of a large onion', 'garlic', 'red bell peppers', 'jalapeños', 'chili powder', 'cumin', 'smoked paprika or regular paprika', 'oregano', 'pepper', 'salt', 'a good pinch of cayenne pepper', 'tomato paste', 'cooked quinoa', 'cooked black beans', 'lime', 'Mexican beer or water', 'crushed tortilla chips', 'pepper jack cheese', 'sharp white cheddar cheese', 'fontina cheese', 'fresh cilantro', 'grape tomatoes', 'avocado', 'head butter lettuce', 'queso fresco', 'blue or yellow corn tortilla chips']","{'olive oil': '2', 'of a large onion': '1/2', 'garlic': '2', 'red bell peppers': '2', 'jalapeños': '2', 'chili powder': '1', 'cumin': '1', 'smoked paprika or regular paprika': '1', 'oregano': '1/2', 'pepper': '1/2', 'salt': '1/4', 'a good pinch of cayenne pepper': 'seasoning', 'tomato paste': '2', 'cooked quinoa': '2', 'cooked black beans': '2', 'lime': '1', 'Mexican beer or water': '1', 'crushed tortilla chips': '1', 'pepper jack cheese': '1/3', 'sharp white cheddar cheese': '1/3', 'fontina cheese': '1', 'fresh cilantro': '1/2', 'grape tomatoes': '1', 'avocado': '1', 'head butter lettuce': '1', 'queso fresco': 'seasoning', 'blue or yellow corn tortilla chips': 'seasoning'}",[],1092 kcal,6,https://www.halfbakedharvest.com/wp-content/uploads/2014/03/Cheesy-Black-Bean-+-Quinoa-Taco-Bake.-2.jpg,appetizer
Mom’s Secret Christmas Eve Chex Mix.,{'minutes': '5'},{'hours': '1'},"{'hours': '1', 'minutes': '15'}","['corn chex', 'rice chex', 'whole wheat chex', 'mixed nuts', 'bite-size pretzels', 'garlic-flavor bite-size bagel chips or regular bagel chips', '(3/4 cup) salted butter, melted', 'worcestershire sauce', 'seasoned salt', 'garlic powder', 'onion powder']","{'corn chex': '3', 'rice chex': '3', 'whole wheat chex': '2', 'mixed nuts': '2', 'bite-size pretzels': '2', 'garlic-flavor bite-size bagel chips or regular bagel chips': '2', '(3/4 cup) salted butter, melted': '1 1/2', 'worcestershire sauce': '4', 'seasoned salt': '2', 'garlic powder': '3/4', 'onion powder': '1/2'}","['1. Preheat oven to 250 degrees F.', '2. In large bowl, mix the chex cereals, mixed nuts, pretzels and bagel chips. Set aside.', '3. Melt the butter in a bowl and mix in the worcestershire sauce, seasoned salt, garlic powder, onion powder and a good pinch of pepper. Pour the butter over the cereal mixture, tossing well for 3-5 minutes or until the cereal mixture is evenly coated.', '4. Bake 1 hour, stirring every 15 minutes. Spread on paper towels to cool, about 15 minutes (or just start eating!!). Store in airtight container.']",212 kcal,12,https://www.halfbakedharvest.com/wp-content/uploads/2013/12/Moms-Secret-Christmas-Eve-Chex-Mix-2.jpg,appetizer
Coconut Crusted Brie Stuffed Quinoa Bites with Sweet Cranberries,{'minutes': '20'},{'minutes': '20'},{'minutes': '40'},"['cooked quinoa', 'cannellini beans', 'Panko bread crumbs', 'large egg', 'garlic', 'salt', 'pepper', 'blue cheese', 'wheel of brie', 'eggs', 'coconut milk or buttermilk', 'Panko bread crumbs', 'unsweetened coconut', 'fresh cranberries', 'brown sugar', 'honey', 'water', 'zest of one orange', 'jalapeño', 'pepper', 'salt']","{'cooked quinoa': '2', 'cannellini beans': '1', 'Panko bread crumbs': '3/4', 'large egg': '1', 'garlic': '1', 'salt': 'seasoning', 'pepper': '1/4', 'blue cheese': '1/2', 'wheel of brie': '1', 'eggs': '2', 'coconut milk or buttermilk': '2', 'unsweetened coconut': '3/4', 'fresh cranberries': '2', 'brown sugar': '1/4', 'honey': '1/4', 'water': '1/4', 'zest of one orange': 'seasoning', 'jalapeño': '1'}",[],126 kcal,30,https://www.halfbakedharvest.com/wp-content/uploads/2013/12/Coconut-Crusted-Brie-Stuffed-Quinoa-Bites-2.jpg,appetizer
"Cranberry, Butternut and Brussels Sprout Brie Skillet Nachos",{'minutes': '20'},{'minutes': '40'},{'hours': '1'},"['butternut squash', 'olive oil', 'brown sugar', 'pinch of salt and pepper', 'brussels sprouts', 'garlic', 'fresh thyme', 'chili powder', 'cayenne pepper', 'crushed red pepper', 'dried cranberries', 'fontina cheese', 'brie', 'bag tortilla chips', 'gorgonzola or blue cheese', 'pure cranberry juice', 'brown sugar']","{'butternut squash': '1 1/2', 'olive oil': '2', 'brown sugar': '1', 'pinch of salt and pepper': 'seasoning', 'brussels sprouts': '1', 'garlic': '2', 'fresh thyme': '1', 'chili powder': '2', 'cayenne pepper': '1/4', 'crushed red pepper': '1/4', 'dried cranberries': '1/2', 'fontina cheese': '8', 'brie': '8', 'bag tortilla chips': '1', 'gorgonzola or blue cheese': '4', 'pure cranberry juice': '1'}",[],599 kcal,8,https://www.halfbakedharvest.com/wp-content/uploads/2013/11/Cranberry-Butternut-and-Brussels-Sprout-Brie-Skillet-Nachos-3.jpg,appetizer
Greek Goddess Chickpea + Quinoa Nachos with Pita Chips,{'minutes': '10'},{'minutes': '20'},{'minutes': '30'},"['[pita rounds', 'olive oil', 'garlic', 'paprika', 'oregano', 'sea salt and pepper', 'cooked quinoa', 'olive oil', 'red wine vinegar', 'lemon', 'fresh dill', 'fresh basil', 'fresh oregono', 'pepper', 'garlic', 'zucchini', 'grape tomatoes', 'marinated artichokes', 'kalamata olives', 'cooked chickpeas', 'fresh mozzarella cheese', 'fresh feta cheese']","{'[pita rounds': '3', 'olive oil': '3', 'garlic': '2', 'paprika': '1', 'oregano': '1', 'sea salt and pepper': 'seasoning', 'cooked quinoa': '1 1/2', 'red wine vinegar': '1', 'lemon': '1', 'fresh dill': '1', 'fresh basil': '1', 'fresh oregono': '2', 'pepper': '1/2', 'zucchini': '1', 'grape tomatoes': '1', 'marinated artichokes': '1/2', 'kalamata olives': '1/3', 'cooked chickpeas': '1', 'fresh mozzarella cheese': '1', 'fresh feta cheese': '4'}",[],430 kcal,8,https://www.halfbakedharvest.com/wp-content/uploads/2013/09/PicMonkey-Collage8.jpg,appetizer
Easy Cheesy Soft Pretzel Bites,{'minutes': '20'},{'minutes': '25'},{'minutes': '45'},"['soft pretzel dough or pizza dough', 'baking soda', 'egg, beaten', 'pretzel salt, for sprinkling', 'butter, melted', 'crumbled blue cheese', 'fresh thyme or parsley, for serving', 'warm water', 'honey', 'active dry yeast', 'salted butter, melted', 'all-purpose flour', 'baking soda', 'egg, beaten', 'pretzel salt, for sprinkling']","{'soft pretzel dough or pizza dough': '1', 'baking soda': '1/4', 'egg, beaten': '1', 'pretzel salt, for sprinkling': 'seasoning', 'butter, melted': '1', 'crumbled blue cheese': '8', 'fresh thyme or parsley, for serving': 'seasoning', 'warm water': '3/4', 'honey': '1', 'active dry yeast': '2 1/4', 'salted butter, melted': '4', 'all-purpose flour': '2 1/2'}","['1. Cut the dough in 34 bite-size pieces, cover, and let rest 5-10 minutes.', '2. Meanwhile, preheat the oven to 425° F.\xa0 Line a baking sheet with parchment paper. Bring a large pot of water to a boil.', '3. Add the baking soda to the boiling water. Boil the dough bites, 10 or so at a time, for 30 seconds. Remove with a slotted spoon, dropping each bite onto the parchment-lined baking sheet.', '4. Arrange the bites in a greased 12-inch baking dish. Brush the bites with the beaten egg, then evenly pour over the butter. Top with crumbled cheese.', '5. Bake for 20-30 minutes or until pretzels are golden brown and the cheese has melted. Finish with herbs. Serve warm!']",248 kcal,8,https://www.halfbakedharvest.com/wp-content/uploads/2022/11/Easy-Cheesy-Soft-Pretzel-Bites-1.jpg,appetizer
Jalapeño Cheddar Popovers with Honey Butter,{'minutes': '15'},{'minutes': '40'},{'minutes': '55'},"['salted butter', 'whole milk, at room temperature', 'large eggs, at room temperature', 'all purpose flour', 'grated cheddar cheese', 'jalapeño, seeded and finely chopped', 'kosher salt', 'onion powder', 'garlic powder', 'salted butter, at room temperature', 'honey']","{'salted butter': '2', 'whole milk, at room temperature': '1 1/2', 'large eggs, at room temperature': '3', 'all purpose flour': '1 1/2', 'grated cheddar cheese': '1/4', 'jalapeño, seeded and finely chopped': '1', 'kosher salt': '1', 'onion powder': '1/2', 'garlic powder': '1/2', 'salted butter, at room temperature': '4', 'honey': '3'}","['1. Heat 2 tablespoons butter in a small skillet over medium heat and cook the butter until it begins to bubble, then brown, 3-4 minutes.', '2. Position a rack in the lower third of the oven. Preheat\xa0the oven to 450 degrees.\xa0Place 1/2 teaspoon of butter in each cup of a 6 cup\xa0standard popover pan. Alternately, you can use a 12-cup muffin pan and make 10 mini popovers. Place the pan on a baking sheet and then into the oven to melt the butter, 3-5 minutes.', ""3. In medium bowl, vigorously whisk together the milk and eggs until frothy, about 1 minute. Add the browned butter, flour, salt, onion powder and garlic powder. Whisk in the cheddar and jalapeño. It's OK if there are small lumps."", '4. Remove the popover pan from the oven and swirl the butter around the cups to grease the pan. Evenly divide the batter between the popover cups, filling them about 3/4 of the way full. Bake for 20 minutes. Lower the oven temperature to 350 degrees. Bake another 10-20 minutes, until deeply golden.', '5. Meanwhile, make the honey butter. In a small bowl, combine the butter, honey, and a pinch of flaky sea salt.\xa0Serve the popovers warm with honey butter and flaky salt.']",362 kcal,6,https://www.halfbakedharvest.com/wp-content/uploads/2022/06/Jalapeño-Cheddar-Popovers-with-Honey-Butter-1.jpg,appetizer
Crumbled Feta and Tomato Basil Vinaigrette Dip,{'minutes': '10'},{'minutes': '15'},{'minutes': '25'},"['cherry tomatoes', 'extra virgin olive oil', 'champagne vinegar', 'honey', 'garlic, smashed', 'shallots, thinly sliced', 'lemon zest', 'fresh oregano leaves', 'fresh thyme or 2 sprigs', 'sea salt, black pepper, and chili flakes', 'feta cheese, cubed', 'fresh basil, roughly torn']","{'cherry tomatoes': '2', 'extra virgin olive oil': '1/3', 'champagne vinegar': '2', 'honey': '2', 'garlic, smashed': '6', 'shallots, thinly sliced': '2', 'lemon zest': '1', 'fresh oregano leaves': '2', 'fresh thyme or 2 sprigs': '1', 'sea salt, black pepper, and chili flakes': 'seasoning', 'feta cheese, cubed': '12-16', 'fresh basil, roughly torn': '1/2'}","['1. Preheat the oven to 450° F.', '2. In a baking dish, combine the tomatoes, olive oil, vinegar, honey, garlic, shallots, lemon, oregano, thyme, and a big pinch of chili flakes. Bake for 15-20 minutes, or until the tomatoes begin to burst and the oil is sizzling.', '3. Meanwhile, cube the feta cheese and arrange it in a shallow serving bowl. Lightly crumble half of the feta cubes.', '4. Spoon the warm tomatoes and oil over the feta. Season with additional sea salt and black pepper. Top with basil.']",232 kcal,8,https://www.halfbakedharvest.com/wp-content/uploads/2022/05/Crumbled-Feta-and-Tomato-Basil-Vinaigrette-Dip-1.jpg,appetizer
